gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,opp,wl,gametype,box
CCB194207261,NW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,,,,,,,,,,,,,,,,,24,,,1,,,1,7,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420726,1,CIN07,CCB,l,exhibition,
CCB194207261,CCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,7,1,,,1,,,,,,,,,,,,,27,,,,,,,3,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,breme101,,,,,,,,,,19420726,1,CIN07,NW2,w,exhibition,
CCB194207262,NW2,0,0,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,4,2,,,2,,,,,1,,,,,,,,21,,,,,,,3,,,,,,,,,,,,,21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420726,2,CIN07,CCB,w,exhibition,
CCB194207262,CCB,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,,,,,,,,,,,,,,,,,21,,,2,,,2,4,,1,,,,,,,,,,,21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420726,2,CIN07,NW2,l,exhibition,
HOM194207261,BLG,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,,value,32,31,0,2,1,0,0,0,0,,0,1,,3,0,,,0,,24,,32,5,1,0,0,2,2,4,,6,0,0,0,1,,0,,0,24,14,0,2,0,0,0,0,,buttt102,hughs101,scalg101,campr102,wrigb104,hoskb101,byrdb101,turnl101,gainj102,gainj102,campr102,turnl101,hughs101,scalg101,buttt102,hoskb101,byrdb101,wrigb104,,19420726,1,WAS09,HOM,l,regular,y
HOM194207261,HOM,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,6,,value,32,27,2,5,1,0,0,2,1,,0,4,,6,0,,,0,,27,,32,2,1,0,0,0,0,1,,3,0,0,0,0,,0,,0,27,13,2,0,0,0,0,0,,benjj101,carlm101,easth104,gibsj101,wilsj106,banks101,harrv102,hamij104,browr103,browr103,gibsj101,wilsj106,carlm101,easth104,banks101,harrv102,benjj101,hamij104,,19420726,1,WAS09,BLG,w,regular,y
HOM194207262,BLG,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,4,,value,26,24,1,4,2,0,0,1,0,,0,2,,4,0,,,0,,18,,27,4,1,0,0,2,2,4,0,6,0,0,0,0,0,0,,0,18,8,1,1,0,0,0,0,,buttt102,hughs101,scalg101,campr102,wrigb104,snowf101,byrdb101,clarb107,browj112,browj112,clarb107,scalg101,hughs101,snowf101,buttt102,campr102,byrdb101,wrigb104,,19420726,2,WAS09,HOM,l,regular,y
HOM194207262,HOM,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,7,,value,27,23,2,4,1,0,0,2,0,0,0,4,0,6,0,,,0,,21,,26,4,2,0,0,1,1,2,,4,0,0,0,0,,0,,0,21,10,2,0,0,0,0,0,,benjj101,carlm101,easth104,gibsj101,wilsj106,banks101,harrv102,browr103,welmr101,welmr101,gibsj101,wilsj106,carlm101,easth104,banks101,harrv102,benjj101,browr103,,19420726,2,WAS09,BLG,w,regular,y
KCM194207261,MEM,2,0,0,2,3,0,1,2,0,,,,,,,,,,,,,,,,,,,,4,,value,41,38,10,16,1,0,1,,1,0,0,2,0,10,0,,,0,,27,,41,11,2,1,0,4,,2,,5,0,0,0,2,,0,,0,27,13,2,0,0,0,0,0,,mcdaf101,bankf101,hydec101,cartm101,taylj106,robin101,browt105,browl107,mossp101,mossp101,browl107,taylj106,bankf101,cartm101,browt105,mcdaf101,robin101,hydec101,,19420726,1,CHI11,KCM,w,regular,y
KCM194207261,KCM,1,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,10,,value,41,37,4,11,2,1,0,,2,,0,2,,5,0,,,0,,27,,41,16,0,0,1,10,,2,0,10,0,0,0,1,0,0,,0,27,15,4,0,0,0,0,0,,simmw101,soueh101,strot101,broww101,oneib801,willj111,serrb101,duncf102,smith111,smith111,duncf102,oneib801,serrb101,soueh101,willj111,simmw101,broww101,strot101,,19420726,1,CHI11,MEM,l,regular,y
KCM194207262,MEM,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,3,,value,26,25,2,4,0,0,0,1,0,,0,1,,6,0,,,0,,18,,28,8,0,0,0,4,4,3,,4,0,0,0,2,2,0,,0,18,8,0,1,0,0,0,0,,mcdaf101,bankf101,hydec101,cartm101,taylj106,robin101,browt105,browl107,mathv101,mathv101,browl107,taylj106,bankf101,cartm101,browt105,mcdaf101,robin101,hydec101,,19420726,2,CHI11,KCM,l,regular,y
KCM194207262,KCM,0,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,4,,value,26,21,4,8,0,0,0,4,2,2,0,3,,4,0,,,0,,21,,26,4,0,0,0,2,0,1,,6,0,0,0,0,,0,,0,21,6,3,0,0,0,0,0,,simmw101,allen102,strot101,broww101,oneib801,willj111,serrb101,duncf102,paigs101,paigs101,duncf102,oneib801,serrb101,allen102,willj111,simmw101,broww101,strot101,,19420726,2,CHI11,MEM,w,regular,y
NY5194207261,CAG,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,,value,36,34,0,7,0,0,0,0,0,,0,2,,3,0,,,0,,24,,41,12,0,0,1,8,,3,0,3,0,0,0,4,0,2,,1,24,11,3,2,0,1,0,2,,bellj103,wyatr101,radca101,andrj104,lockl101,penna101,crutj101,britg103,thoms105,thoms105,britg103,penna101,lockl101,radca101,wyatr101,andrj104,bellj103,crutj101,,19420726,1,NYC16,NY5,l,exhibition,y
NY5194207261,NY5,2,1,0,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,9,,value,41,34,8,12,3,0,1,,4,0,0,3,0,3,2,,,0,,27,,36,7,0,0,0,0,0,2,,3,0,0,0,0,,0,,0,27,8,0,0,0,0,0,0,,whitc105,seayd101,wilsd103,willh105,fordj101,greel102,starj102,hayej104,parkt101,parkt101,hayej104,fordj101,seayd101,starj102,willh105,greel102,wilsd103,whitc105,,19420726,1,NYC16,CAG,w,exhibition,y
NY6194207262,BIR,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,35,33,2,7,0,0,0,,1,0,0,1,0,6,2,,,0,,24,,34,9,0,1,0,5,,2,,2,0,0,0,0,,0,,1,24,,0,1,0,1,0,0,,mclaf102,walkh103,mornl101,sampt101,radct101,smitj112,harrr105,lamac101,pipkd101,pipkd101,radct101,mornl101,sampt101,lamac101,walkh103,smitj112,mclaf102,harrr105,,19420726,2,NYC16,NY6,l,exhibition,y
NY6194207262,NY6,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,5,,value,34,32,5,9,0,1,0,5,0,,0,2,,2,0,,,0,,27,,35,7,0,0,0,2,,1,0,6,0,0,0,1,0,2,,0,27,13,1,0,0,0,0,2,,martr105,thomd104,vargt101,willj110,perej103,blanh102,willl106,brooa101,andeb106,andeb106,brooa101,thomd104,blanh102,perej103,martr105,vargt101,willl106,willj110,,19420726,2,NYC16,BIR,w,exhibition,y
BLG194207270,BIR,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,0,1,,,,0,1,,,2,,,,,,,,24,,,3,1,,,1,0,,,,,,,,,,,,24,,1,,0,,,,,,,,,,,,,,markj101,,,,,,,,,,19420727,0,BAL14,BLG,l,exhibition,
BLG194207270,BLG,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,value,,,1,3,1,,,1,,,,,,,,,,,,27,,,1,,,,0,0,2,,,,,,1,,,,,27,,1,,0,,,,,,,,,,,,,,harvb101,,,,,,,,,,19420727,0,BAL14,BIR,w,exhibition,
HOM194207270,PH5,3,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,value,,,11,13,1,1,3,11,,,,2,,,,,,,,27,,,14,,,2,8,,1,,,,,,,,,,,27,,1,,0,,,,,currg102,parnr102,pattp102,clarb101,westj102,duckm101,palmc101,,calhl101,calhl101,palmc101,westj102,,duckm101,clarb101,,,currg102,,19420727,0,NOR02,HOM,w,exhibition,
HOM194207270,HOM,2,0,1,2,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,value,,,8,14,,,2,,,,,1,,,,,,,,27,,,13,1,1,3,11,,2,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,carts102,gibsj101,,,,,,,,,19420727,0,NOR02,PH5,l,exhibition,
CCB194207280,NW2,0,1,2,0,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,10,,value,45,41,8,15,3,0,2,8,0,0,0,4,0,8,0,,,0,,27,,34,5,0,0,0,3,,3,,14,0,0,0,0,,0,,0,27,6,0,0,0,0,0,0,,browj115,stone101,wellw101,pearl102,davij106,day-l101,parkc101,isrec101,hillj104,hillj104,parkc101,pearl102,isrec101,stone101,wellw101,browj115,day-l101,davij106,,19420728,0,CAN03,CCB,w,exhibition,y
CCB194207280,CCB,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,4,,value,34,31,3,5,0,0,0,2,0,,0,3,,14,0,,,0,,27,,45,15,0,0,2,8,,4,0,8,0,2,0,0,0,0,,2,27,7,1,1,0,2,2,0,,lylej102,hornb101,woodp104,jeths101,chrit101,segrs101,warea101,jamet101,coopj101,coopj101,chrit101,warea101,hornb101,woodp104,jamet101,segrs101,jeths101,lylej102,,19420728,0,CAN03,NW2,l,exhibition,y
HOM194207280,PH5,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,1,6,,,,,,,,,,,,,,,,24,,,9,2,,2,12,,,,,,,,,,,,,24,,4,,0,,,,,,,,,,,,,,evanb105,palmc101,,,,,,,,,19420728,0,NOR02,HOM,l,exhibition,
HOM194207280,HOM,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,12,9,2,,2,,,,,,,,,,,,,27,,,6,,,,1,,,,,,,,,,,,,27,,1,,0,,,,,,,,,,,,,,fielw101,gibsj101,,,,,,,,,19420728,0,NOR02,PH5,w,exhibition,
CCB194207290,NW2,5,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,6,,value,42,41,9,15,5,0,2,,0,0,0,1,0,5,1,,,0,,27,,36,5,1,0,0,2,,3,,3,2,0,0,0,,0,,1,27,8,0,1,0,1,0,0,,isrec101,glasu101,wellw101,pearl102,davij106,day-l101,parkc101,ruffl101,mannm101,mannm101,parkc101,pearl102,isrec101,ruffl101,wellw101,davij106,day-l101,glasu101,,19420729,0,AKR01,CCB,w,exhibition,y
CCB194207290,CCB,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,7,,value,36,31,2,5,1,0,0,,0,,2,3,,3,0,,,0,,27,,42,15,0,0,2,9,,1,0,5,0,0,0,0,0,1,,0,27,9,1,0,0,0,0,1,,clevd101,hornb101,woodp104,jeths101,chrit101,warea101,jamet101,browj113,robir102,robir102,browj113,warea101,hornb101,woodp104,jamet101,clevd101,jeths101,chrit101,,19420729,0,AKR01,NW2,l,exhibition,y
HOM194207290,PH5,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,8,,,1,,,,,,,,,,,,,15,,,8,,1,2,5,,,,,,,,,,,,,15,,1,,0,,,,,,,,,,,,,,evanb105,palmc101,,,,,,,,,19420729,0,NPN01,HOM,l,exhibition,
HOM194207290,HOM,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,5,8,,1,2,,,,,,,,,,,,,18,,,8,,,1,3,,,,,,,,,,,,,18,,1,,0,,,,,,,,,,,,,,partr102,gastr101,,,,,,,,,19420729,0,NPN01,PH5,w,exhibition,
CCB194207300,NW2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,7,,,,,,,,,,,,,,,,,24,,,2,,,2,12,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420730,0,MEA01,CCB,l,exhibition,
CCB194207300,CCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,12,2,,,2,,,,,,,,,,,,,27,,,,,,,7,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420730,0,MEA01,NW2,w,exhibition,
PH5194207300,CAG,0,0,0,0,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,4,,value,35,35,4,7,0,0,0,,0,,0,,,,0,,,0,,24,,36,12,0,0,0,6,,,0,,0,0,0,0,0,0,,0,24,9,0,0,0,0,0,0,,bellj103,wyatr101,radca101,andrj104,lockl101,crutj101,smith113,hubej101,westo102,westo102,hubej101,radca101,smith113,lockl101,wyatr101,andrj104,bellj103,crutj101,,19420730,0,PHI17,PH5,l,exhibition,y
PH5194207300,PH5,0,0,3,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,6,,value,36,36,6,12,0,1,0,,0,0,0,,0,,0,,,0,,27,,35,7,0,0,0,4,,,,,0,0,0,0,,0,,0,27,15,0,0,0,0,0,0,,barkm101,parnr102,pattp102,clarb101,westj102,bensg101,speah101,coopb101,fillj101,fillj101,coopb101,westj102,pattp102,speah101,clarb101,parnr102,bensg101,barkm101,,19420730,0,PHI17,CAG,w,exhibition,y
CCB194207310,NW2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,value,,,1,,,,,,,,,,,,,,,,,24,,,,,,,8,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420731,0,NIA01,CCB,l,exhibition,
CCB194207310,CCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,8,,,,,,,,,,,,,,,,,27,,,,,,,1,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,cornw101,,,,,,,,,,19420731,0,NIA01,NW2,w,exhibition,
PH5194207310,KCM,0,1,2,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,9,,value,43,37,7,13,2,0,1,6,0,0,0,6,0,2,1,,,0,,27,,38,5,0,0,0,4,,4,0,7,1,0,0,0,0,4,,0,27,14,4,0,0,0,0,4,,simmw101,allen102,strot101,broww101,oneib801,serrb101,willj111,dawsj102,johnc103,johnc103,dawsj102,oneib801,serrb101,allen102,willj111,simmw101,broww101,strot101,,19420731,0,SCR01,PH5,w,exhibition,y
PH5194207310,PH5,1,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,,value,38,33,4,5,1,0,0,2,0,0,1,4,0,7,4,,,0,,27,,43,13,0,0,1,7,,6,0,2,0,0,0,0,0,1,,0,27,12,2,2,0,0,0,1,,currg102,parnr102,pattp102,clarb101,westj102,speah101,barkm101,palmc101,calhl101,calhl101,palmc101,westj102,pattp102,speah101,clarb101,parnr102,barkm101,currg102,,19420731,0,SCR01,KCM,l,exhibition,y
BLG194208010,HOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,,,,,,,,,,,,,,,,,27,,,,,,,2,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420801,0,BAL14,BLG,w,exhibition,
BLG194208010,BLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,2,,,,,,,,,,,,,,,,,27,,,,,,,3,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420801,0,BAL14,HOM,l,exhibition,
PH5194208010,NY5,0,0,1,3,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,3,,value,36,36,6,9,0,0,0,,0,0,0,,0,,1,,,0,,27,,37,9,0,0,0,4,,,,,0,0,0,0,,0,,0,27,9,0,0,0,0,0,0,,whitc105,fordj101,wilsd103,willh105,parkt101,hayej104,starj102,greel102,smite111,smite111,hayej104,starj102,willh105,fordj101,wilsd103,greel102,whitc105,parkt101,,19420801,0,PHI17,PH5,w,regular,y
PH5194208010,PH5,0,0,0,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,37,37,4,9,0,0,0,,0,,0,,,,0,,,0,,27,,36,9,0,0,0,6,,,0,,0,0,0,0,0,1,,0,27,12,3,0,0,0,0,1,,currg102,parnr102,pattp102,clarb101,westj102,bensg101,speah101,coopb101,fillj101,fillj101,coopb101,westj102,pattp102,speah101,clarb101,parnr102,bensg101,currg102,,19420801,0,PHI17,NY5,l,regular,y
CI2194208021,MEM,0,3,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,5,12,,,,,,,,,,,,,,,,27,,,6,,,,1,1,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,mossp101,browl107,,,,,,,,,19420802,1,CIN07,CI2,w,exhibition,
CI2194208021,CI2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,value,,,1,6,,,,,,,,,,,,,,,,27,,,12,,,,6,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,davip103,bassp101,,,,,,,,,19420802,1,CIN07,MEM,l,exhibition,
CI2194208022,MEM,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,6,,value,40,36,1,6,0,0,0,1,2,0,0,2,0,4,2,,,0,,32,,43,6,1,0,0,2,,3,,6,0,0,0,3,1,2,,0,32,,2,0,0,0,0,2,,mcdaf101,bankf101,hutcw101,cartm101,taylj106,robin101,browt105,hydec101,mathv101,mathv101,hydec101,taylj106,bankf101,cartm101,browt105,mcdaf101,robin101,hutcw101,,19420802,2,CIN07,CI2,l,exhibition,y
CI2194208022,CI2,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,8,,value,42,36,2,6,1,0,0,,3,1,0,3,,6,2,,,0,,33,,40,6,0,0,0,1,,2,0,4,0,0,0,2,0,2,,0,33,,1,0,0,0,0,2,,neilr101,olivj101,wilsf104,lindl102,hoskd101,coler103,owens101,smitg105,henrp101,henrp101,owens101,lindl102,neilr101,smitg105,olivj101,hoskd101,coler103,wilsf104,,19420802,2,CIN07,MEM,w,exhibition,y
HOM194208021,BIR,0,0,2,0,1,0,2,6,0,,,,,,,,,,,,,,,,,,,,7,,value,45,45,11,15,4,0,0,8,0,0,0,0,0,3,2,,,0,,27,,39,8,0,0,2,6,,5,0,5,1,0,0,0,0,1,,0,27,9,3,1,0,0,0,1,,mclaf102,walkh103,davel102,sampt101,mornl101,smitj112,lamac101,hardp102,mckig101,mckig101,hardp102,sampt101,mornl101,lamac101,walkh103,mclaf102,davel102,smitj112,,19420802,1,WAS09,HOM,w,exhibition,y
HOM194208021,HOM,0,0,1,1,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,5,,value,38,32,6,8,0,0,2,5,0,0,1,5,0,5,1,,,0,,27,,45,15,0,0,0,11,,0,0,3,0,0,0,0,0,2,,1,27,15,5,2,0,1,0,2,,benjj101,carlm101,easth104,gibsj101,wilsj106,banks101,harrv102,fielw101,browr103,browr103,gibsj101,wilsj106,carlm101,easth104,banks101,harrv102,benjj101,fielw101,,19420802,1,WAS09,BIR,l,exhibition,y
HOM194208022,BIR,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,6,,value,29,28,2,5,0,0,0,1,0,,0,1,,1,0,,,0,,18,,27,4,1,1,0,5,,3,,6,0,0,0,0,,4,,0,18,4,1,0,0,0,0,4,,mclaf102,walkh103,davel102,mornl101,sampt101,radct101,harrr105,lamac101,mckig101,mckig101,radct101,mornl101,sampt101,lamac101,walkh103,mclaf102,davel102,harrr105,,19420802,2,WAS09,HOM,l,exhibition,y
HOM194208022,HOM,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,4,,value,27,24,5,4,1,1,0,5,0,,0,3,,6,4,,,0,,21,,29,5,0,0,0,2,,1,,1,0,0,0,0,,0,,0,21,9,2,0,0,0,0,0,,benjj101,carlm101,easth104,gibsj101,wilsj106,banks101,harrv102,hamij104,partr102,partr102,gibsj101,wilsj106,carlm101,easth104,banks101,harrv102,benjj101,hamij104,,19420802,2,WAS09,BIR,w,exhibition,y
NW2194208021,CCB,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,36,34,3,7,0,0,1,3,0,,0,2,,11,0,,,0,,24,,38,8,1,0,1,4,,2,,2,3,1,0,0,,0,,1,24,,2,0,0,1,1,0,,lylej102,hornb101,woodp104,jeths101,clevd101,chrit101,warea101,browj113,owens101,owens101,browj113,warea101,hornb101,woodp104,lylej102,clevd101,jeths101,chrit101,,19420802,1,NWK04,NW2,l,exhibition,y
NW2194208021,NW2,2,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,10,,value,38,33,4,8,1,0,1,,0,,3,2,,2,0,,,0,,27,,36,7,0,0,1,3,,2,,11,0,0,0,0,,0,,0,27,,0,0,0,0,0,0,,dobyl101,stone101,wellw101,davij106,day-l101,pearl102,parkc101,isrec101,ruffl101,day-l101,ruffl101,parkc101,pearl102,isrec101,wellw101,davij106,dobyl101,stone101,,19420802,1,NWK04,CCB,w,exhibition,y
NW2194208022,CCB,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,5,,value,28,28,2,7,1,0,0,,0,,0,0,0,2,0,,,0,,18,,26,6,1,0,1,3,,2,,2,0,0,0,0,,0,,0,18,,1,0,0,0,0,0,,lylej102,hornb101,woodp104,jeths101,clevd101,chrit101,warea101,taylr102,breme101,breme101,taylr102,warea101,hornb101,woodp104,lylej102,clevd101,jeths101,chrit101,,19420802,2,NWK04,NW2,l,exhibition,y
NW2194208022,NW2,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,5,,value,26,24,3,6,1,0,1,,0,,0,2,,2,0,,,0,,21,,28,7,1,0,0,2,,0,0,2,0,0,0,0,,0,,0,21,,0,0,0,0,0,0,,dobyl101,stone101,wellw101,pearl102,davij106,parkc101,isrec101,ruffl101,mannm101,mannm101,ruffl101,parkc101,pearl102,isrec101,wellw101,davij106,dobyl101,stone101,,19420802,2,NWK04,CCB,w,exhibition,y
NY6194208022,KCM,4,2,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,3,,value,33,32,9,13,2,1,1,,0,0,0,1,0,5,5,,,0,,21,,23,1,1,0,0,0,0,1,0,7,0,0,0,0,0,0,,0,21,12,0,0,0,0,0,0,,simmw101,soueh101,strot101,broww101,oneib801,serrb101,willj111,duncf102,paigs101,paigs101,duncf102,oneib801,serrb101,soueh101,willj111,simmw101,broww101,strot101,,19420802,2,NYC16,NY6,w,exhibition,y
NY6194208022,NY6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,value,23,22,0,1,1,0,0,0,0,0,0,1,0,7,0,,,0,,21,,33,13,0,0,1,9,,1,0,5,0,1,0,0,0,5,,1,21,8,1,1,0,1,1,5,,martr105,thomd104,vargt101,willj110,blanh102,willl106,perej103,brooa101,barnd101,barnd101,brooa101,thomd104,blanh102,perej103,martr105,vargt101,willl106,willj110,,19420802,2,NYC16,KCM,l,exhibition,y
PH5194208021,BLG,0,0,0,0,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,8,,value,39,34,4,6,0,1,1,4,0,0,1,4,0,5,2,,,0,,24,,39,7,0,0,1,7,,5,0,3,0,0,0,0,0,1,,0,24,9,1,1,0,0,0,1,,kimbh102,buttt102,wrigb104,campr102,scalg101,hoskb101,snowf101,turnl101,byrdb101,byrdb101,campr102,turnl101,snowf101,scalg101,buttt102,hoskb101,kimbh102,wrigb104,,19420802,1,NYC16,PH5,l,regular,y
PH5194208021,PH5,6,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,7,,value,38,33,7,7,0,0,1,7,0,0,0,5,0,3,1,,,0,,27,,39,6,0,0,1,4,,4,0,5,1,0,0,0,0,2,,0,27,7,3,0,0,0,0,2,,pattp102,parnr102,currg102,clarb101,bensg101,westj102,speah101,coopb101,mcdut101,mcdut101,coopb101,westj102,pattp102,speah101,clarb101,parnr102,bensg101,currg102,,19420802,1,NYC16,BLG,w,regular,y
HOM194208030,CAG,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,7,,,,,1,,,,,1,,,,,,15,,,2,,,2,4,,,,,,,,,,,,,15,,0,,0,,,,,,,,,,,,,,westo102,hubej101,,,,,,,,,19420803,0,NPN01,HOM,l,exhibition,
HOM194208030,HOM,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,4,2,,,2,4,,,,,,,,,,,,18,,,7,,,,3,,,,1,,,,1,,,,,18,,2,,0,,,,,whatd101,,,,,,,,,carts102,gastr101,,,,,,,whatd101,,19420803,0,NPN01,CAG,w,exhibition,
NW2194208030,CCB,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,8,,value,38,35,3,7,2,0,0,2,0,,0,3,,9,1,,,0,,24,,40,8,0,1,0,5,,9,0,5,0,1,0,1,0,1,,1,24,11,0,2,0,1,1,1,,lylej102,hornb101,woodp104,jeths101,clevd101,chrit101,warea101,browj113,boonl102,boonl102,browj113,warea101,hornb101,woodp104,lylej102,clevd101,jeths101,chrit101,,19420803,0,HAR02,NW2,l,exhibition,y
NW2194208030,NW2,0,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,10,,value,39,29,5,8,0,1,0,5,1,0,0,9,0,5,1,,,0,,27,,38,7,2,0,0,3,,3,,9,0,0,0,0,,1,,0,27,8,3,0,0,0,0,1,,dobyl101,stone101,wellw101,pearl102,davij106,parkc101,isrec101,ruffl101,hillj104,hillj104,ruffl101,parkc101,pearl102,isrec101,wellw101,davij106,dobyl101,stone101,,19420803,0,HAR02,CCB,w,exhibition,y
BLG194208040,KCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,,,,,,,,,,,,,,,,,27,,,,,,,0,0,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420804,0,BAL14,BLG,w,exhibition,
BLG194208040,BLG,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,0,,,,,0,,,,,,,,,,,,27,,,,,,,3,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19420804,0,BAL14,KCM,l,exhibition,
MEM194208040,BIR,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,3,,,,,,,,,,,,,,,,,27,,,,,,,2,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,gipsa101,hardp102,,,,,,,,,19420804,0,TOL05,MEM,w,regular,
MEM194208040,MEM,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,2,,,,,,,,,,,,,,,,,27,,,,,,,3,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,hutcw101,browl107,,,,,,,,,19420804,0,TOL05,BIR,l,regular,
